gene_id,BGC,Imodulon
XNR_RS29155,23.0,Candicidin/Antimycin
XNR_RS29160,23.0,Candicidin/Antimycin
XNR_RS29165,23.0,Candicidin/Antimycin
XNR_RS29165,23.0,UC-12
XNR_RS29170,23.0,Candicidin/Antimycin
XNR_RS29175,23.0,Candicidin/Antimycin
XNR_RS29180,23.0,Candicidin/Antimycin
XNR_RS29185,23.0,Candicidin/Antimycin
XNR_RS29190,23.0,Candicidin/Antimycin
XNR_RS29195,23.0,Candicidin/Antimycin
XNR_RS29200,23.0,Candicidin/Antimycin
XNR_RS29205,23.0,Candicidin/Antimycin
XNR_RS29210,23.0,Candicidin/Antimycin
XNR_RS29215,23.0,Candicidin/Antimycin
XNR_RS29220,23.0,BGC-General
XNR_RS29225,23.0,
XNR_RS29230,23.0,
XNR_RS29235,23.0,
XNR_RS29240,23.0,BGC-General
XNR_RS29245,23.0,
XNR_RS29250,23.0,
XNR_RS29255,23.0,
XNR_RS29260,23.0,
XNR_RS30980,23.0,UC-9
XNR_RS29265,23.0,UC-12
XNR_RS29270,23.0,
XNR_RS29275,23.0,UC-10
XNR_RS29275,23.0,UC-12
XNR_RS29280,23.0,
XNR_RS29285,23.0,
XNR_RS29290,23.0,
XNR_RS29295,23.0,UC-12
XNR_RS29300,23.0,
XNR_RS29305,23.0,
XNR_RS29310,23.0,
XNR_RS29315,23.0,Thiopeptide
XNR_RS29315,23.0,Antimycin
XNR_RS29320,23.0,Thiopeptide
XNR_RS29320,23.0,Antimycin
XNR_RS30550,23.0,Antimycin
XNR_RS29330,23.0,Antimycin
XNR_RS31675,23.0,
XNR_RS29340,23.0,
XNR_RS31680,23.0,
XNR_RS29350,23.0,
XNR_RS29355,23.0,
XNR_RS29360,23.0,
XNR_RS29365,23.0,
XNR_RS29370,23.0,Chaplin
XNR_RS29370,23.0,NRPS-1
XNR_RS29375,23.0,
XNR_RS29380,23.0,
XNR_RS29385,23.0,
XNR_RS29390,23.0,
XNR_RS29395,23.0,
XNR_RS29400,23.0,
XNR_RS29405,23.0,
XNR_RS29410,23.0,
XNR_RS29415,23.0,
XNR_RS29420,23.0,
XNR_RS29425,23.0,
XNR_RS29430,23.0,
XNR_RS00405,,Fatty Acid
XNR_RS00410,,Fatty Acid
XNR_RS01395,,Fatty Acid
XNR_RS01465,,Fatty Acid
XNR_RS01470,,Fatty Acid
XNR_RS01475,,Fatty Acid
XNR_RS01480,,Fatty Acid
XNR_RS01545,,Fatty Acid
XNR_RS01545,,UC-8
XNR_RS01670,,Fatty Acid
XNR_RS01955,,Fatty Acid
XNR_RS02235,,Fatty Acid
XNR_RS02245,,Fatty Acid
XNR_RS02245,,Valine
XNR_RS02245,,UC-9
XNR_RS02250,,Fatty Acid
XNR_RS02250,,Valine
XNR_RS02250,,UC-9
XNR_RS02255,,Fatty Acid
XNR_RS02260,,Fatty Acid
XNR_RS02265,,Fatty Acid
XNR_RS02455,,Fatty Acid
XNR_RS03170,,Fatty Acid
XNR_RS03175,,Fatty Acid
XNR_RS03175,,NRPS-1
XNR_RS03775,,Fatty Acid
XNR_RS03780,,Fatty Acid
XNR_RS06520,,Fatty Acid
XNR_RS06525,,Fatty Acid
XNR_RS06670,,Fatty Acid
XNR_RS30710,,Fatty Acid
XNR_RS30710,,Mce3R
XNR_RS30710,,Surugamide-1
XNR_RS06995,,Fatty Acid
XNR_RS06995,,Mce3R
XNR_RS06995,,Surugamide-1
XNR_RS07000,,Fatty Acid
XNR_RS07000,,Mce3R
XNR_RS07000,,Surugamide-1
XNR_RS07015,,Fatty Acid
XNR_RS07125,,Fatty Acid
XNR_RS07130,,Fatty Acid
XNR_RS07135,,Fatty Acid
XNR_RS09675,,Fatty Acid
XNR_RS09855,,Fatty Acid
XNR_RS10270,,Fatty Acid
XNR_RS10465,,Fatty Acid
XNR_RS10465,,UC-9
XNR_RS10470,,Fatty Acid
XNR_RS10470,,UC-9
XNR_RS10475,,Fatty Acid
XNR_RS10475,,UC-9
XNR_RS30785,,Fatty Acid
XNR_RS30785,,DNA Damage
XNR_RS30785,,UC-6
XNR_RS30785,,NDH
XNR_RS12170,,Fatty Acid
XNR_RS12170,,Cytochrome
XNR_RS12170,,NDH
XNR_RS12170,,SAL-2242
XNR_RS12175,,Fatty Acid
XNR_RS12175,,RpoS
XNR_RS12175,,UC-6
XNR_RS12175,,SAL-2242
XNR_RS12345,,Fatty Acid
XNR_RS12345,,UC-9
XNR_RS12350,,Fatty Acid
XNR_RS12350,,UC-9
XNR_RS12875,,Fatty Acid
XNR_RS14190,,Fatty Acid
XNR_RS14190,,Dudomycin/Minimycin
XNR_RS14395,,Fatty Acid
XNR_RS15290,,Fatty Acid
XNR_RS15290,,UC-3
XNR_RS15475,,Fatty Acid
XNR_RS15475,,UC-13
XNR_RS15670,,Fatty Acid
XNR_RS15675,,Fatty Acid
XNR_RS15675,,UC-8
XNR_RS15680,,Fatty Acid
XNR_RS15770,,Fatty Acid
XNR_RS15770,,Candicidin/Antimycin
XNR_RS15770,,Mce3R
XNR_RS17745,,Fatty Acid
XNR_RS17750,,Fatty Acid
XNR_RS17755,,Fatty Acid
XNR_RS17760,,Fatty Acid
XNR_RS18685,,Fatty Acid
XNR_RS18685,,NRPS-1
XNR_RS18685,,UC-9
XNR_RS18910,,Fatty Acid
XNR_RS18915,,Fatty Acid
XNR_RS19905,,Fatty Acid
XNR_RS30880,,Fatty Acid
XNR_RS30880,,UC-1
XNR_RS19915,,Fatty Acid
XNR_RS19915,,UC-14
XNR_RS19920,,Fatty Acid
XNR_RS20460,,Fatty Acid
XNR_RS20835,,Fatty Acid
XNR_RS20835,,Valine
XNR_RS20840,,Fatty Acid
XNR_RS20840,,Valine
XNR_RS20845,,Fatty Acid
XNR_RS20845,,Valine
XNR_RS20855,,Fatty Acid
XNR_RS20860,,Fatty Acid
XNR_RS21675,,Fatty Acid
XNR_RS22035,,Fatty Acid
XNR_RS22035,,Sugar-1
XNR_RS22305,,Fatty Acid
XNR_RS23270,,Fatty Acid
XNR_RS23270,,NDH
XNR_RS23380,,Fatty Acid
XNR_RS23520,,Fatty Acid
XNR_RS23670,,Fatty Acid
XNR_RS23670,,UC-9
XNR_RS23675,,Fatty Acid
XNR_RS23675,,UC-9
XNR_RS24105,,Fatty Acid
XNR_RS24425,,Fatty Acid
XNR_RS24820,,Fatty Acid
XNR_RS25225,,Fatty Acid
XNR_RS25225,,Mce3R
XNR_RS25225,,UC-9
XNR_RS25375,,Fatty Acid
XNR_RS25400,,Fatty Acid
XNR_RS25425,,Fatty Acid
XNR_RS25430,,Fatty Acid
XNR_RS25440,,Fatty Acid
XNR_RS25445,,Fatty Acid
XNR_RS25565,,Fatty Acid
XNR_RS26775,,Fatty Acid
XNR_RS27235,,Fatty Acid
XNR_RS27240,,Fatty Acid
XNR_RS27375,,Fatty Acid
XNR_RS27375,,UC-14
XNR_RS27500,,Fatty Acid
XNR_RS27765,,Fatty Acid
XNR_RS00250,,Nucleoside
XNR_RS00250,,Mce3R
XNR_RS00250,,UC-10
XNR_RS00250,,Galactose
XNR_RS00915,,Nucleoside
XNR_RS00915,,UC-10
XNR_RS00915,,Galactose
XNR_RS02780,,Nucleoside
XNR_RS03110,,Nucleoside
XNR_RS03115,,Nucleoside
XNR_RS03120,,Nucleoside
XNR_RS03125,,Nucleoside
XNR_RS03125,,DNA Damage
XNR_RS03130,,Nucleoside
XNR_RS03225,,Nucleoside
XNR_RS03225,,UC-11
XNR_RS03230,,Nucleoside
XNR_RS03230,,Translation
XNR_RS03235,,Nucleoside
XNR_RS03235,,UC-11
XNR_RS03240,,Nucleoside
XNR_RS03240,,UC-11
XNR_RS03245,,Nucleoside
XNR_RS03245,,UC-11
XNR_RS04395,,Nucleoside
XNR_RS04395,,UC-8
XNR_RS04395,,UC-11
XNR_RS04400,,Nucleoside
XNR_RS04400,,Transketolase
XNR_RS04400,,Dudomycin/Minimycin
XNR_RS04400,,UC-8
XNR_RS04400,,UC-11
XNR_RS04405,,Nucleoside
XNR_RS04405,,UC-8
XNR_RS04405,,UC-9
XNR_RS19765,,Nucleoside
XNR_RS19765,,UC-9
XNR_RS19840,,Nucleoside
XNR_RS19840,,UC-9
XNR_RS19845,,Nucleoside
XNR_RS19845,,UC-9
XNR_RS19850,,Nucleoside
XNR_RS19850,,UC-9
XNR_RS20945,,Nucleoside
XNR_RS20950,,Nucleoside
XNR_RS28480,,Nucleoside
XNR_RS28480,,UC-11
XNR_RS28485,,Nucleoside
XNR_RS28485,,UC-3
XNR_RS28485,,UC-11
XNR_RS01530,,Cytochrome
XNR_RS01530,,Histidine
XNR_RS01530,,NRPS-1
XNR_RS01530,,NDH
XNR_RS04155,,Cytochrome
XNR_RS04155,,Candicidin/Antimycin
XNR_RS04160,,Cytochrome
XNR_RS04160,,Candicidin/Antimycin
XNR_RS04165,,Cytochrome
XNR_RS04175,,Cytochrome
XNR_RS04175,,Candicidin/Antimycin
XNR_RS04180,,Cytochrome
XNR_RS04180,,Candicidin/Antimycin
XNR_RS04185,,Cytochrome
XNR_RS04185,,UC-1
XNR_RS08735,,Cytochrome
XNR_RS14555,,Cytochrome
XNR_RS14555,,UC-9
XNR_RS14560,,Cytochrome
XNR_RS14560,,UC-9
XNR_RS14560,,UC-13
XNR_RS14565,,Cytochrome
XNR_RS14565,,UC-13
XNR_RS14575,,Cytochrome
XNR_RS22755,,Cytochrome
XNR_RS22760,,Cytochrome
XNR_RS22760,,UC-10
XNR_RS01200,,Transketolase
XNR_RS01205,,Transketolase
XNR_RS06350,,Transketolase
XNR_RS08255,,Transketolase
XNR_RS10655,,Transketolase
XNR_RS11985,,Transketolase
XNR_RS13135,,Transketolase
XNR_RS13150,,Transketolase
XNR_RS15280,,Transketolase
XNR_RS20110,,Transketolase
XNR_RS22545,,Transketolase
XNR_RS24845,,Transketolase
XNR_RS24845,,UC-6
XNR_RS24850,,Transketolase
XNR_RS24850,,UC-2
XNR_RS24855,,Transketolase
XNR_RS24855,,UC-2
XNR_RS24855,,Galactose
XNR_RS24860,,Transketolase
XNR_RS24865,,Transketolase
XNR_RS12990,,Cyclofaulknamycin-2
XNR_RS18200,,Cyclofaulknamycin-2
XNR_RS18205,,Cyclofaulknamycin-2
XNR_RS18710,,Cyclofaulknamycin-2
XNR_RS20360,,Cyclofaulknamycin-2
XNR_RS22395,,Cyclofaulknamycin-2
XNR_RS22400,,Cyclofaulknamycin-2
XNR_RS22400,,Cyclofaulknamycin-1
XNR_RS22400,,SAL-2242
XNR_RS22505,,Cyclofaulknamycin-2
XNR_RS24825,,Cyclofaulknamycin-2
XNR_RS06240,,Candicidin/Antimycin
XNR_RS06240,,Stress Response
XNR_RS14130,,Candicidin/Antimycin
XNR_RS14130,,Stress Response
XNR_RS14130,,SAL-2242
XNR_RS14135,,Candicidin/Antimycin
XNR_RS14135,,Stress Response
XNR_RS14135,,SAL-2242
XNR_RS25205,,Candicidin/Antimycin
XNR_RS25205,,UC-11
XNR_RS27480,,Candicidin/Antimycin
XNR_RS27480,,Cyclofaulknamycin-1
XNR_RS27480,,Chaplin
XNR_RS27480,,Sulfur Metabolism
XNR_RS27480,,CysB
XNR_RS27480,,Surugamide-1
XNR_RS27480,,Gas Vesicle
XNR_RS27480,,SAL-2242
XNR_RS00510,,Ammonium
XNR_RS02415,,Ammonium
XNR_RS04765,,Ammonium
XNR_RS04770,,Ammonium
XNR_RS04775,,Ammonium
XNR_RS04780,,Ammonium
XNR_RS31525,,Ammonium
XNR_RS31525,,Surugamide-1
XNR_RS31525,,UC-13
XNR_RS05075,,Ammonium
XNR_RS06065,,Ammonium
XNR_RS06070,,Ammonium
XNR_RS06075,,Ammonium
XNR_RS31595,,Ammonium
XNR_RS23065,,Ammonium
XNR_RS23195,,Ammonium
XNR_RS25860,,Ammonium
XNR_RS27620,,Ammonium
XNR_RS27625,,Ammonium
XNR_RS27625,,UC-1
XNR_RS27630,,Ammonium
XNR_RS27635,,Ammonium
XNR_RS27635,,UC-10
XNR_RS27640,,Ammonium
XNR_RS27645,,Ammonium
XNR_RS27645,,UC-6
XNR_RS04565,,Mce3R
XNR_RS04570,,Mce3R
XNR_RS04575,,Mce3R
XNR_RS04580,,Mce3R
XNR_RS04585,,Mce3R
XNR_RS04585,,UC-14
XNR_RS04590,,Mce3R
XNR_RS04595,,Mce3R
XNR_RS04600,,Mce3R
XNR_RS04605,,Mce3R
XNR_RS04610,,Mce3R
XNR_RS04615,,Mce3R
XNR_RS04620,,Mce3R
XNR_RS04625,,Mce3R
XNR_RS04630,,Mce3R
XNR_RS04635,,Mce3R
XNR_RS04640,,Mce3R
XNR_RS04645,,Mce3R
XNR_RS04650,,Mce3R
XNR_RS00280,,UC-1
XNR_RS02460,,UC-1
XNR_RS03015,,UC-1
XNR_RS03365,,UC-1
XNR_RS03365,,Dudomycin/Minimycin
XNR_RS03365,,UC-9
XNR_RS03365,,SAL-2242
XNR_RS05615,,UC-1
XNR_RS05990,,UC-1
XNR_RS06165,,UC-1
XNR_RS06210,,UC-1
XNR_RS06360,,UC-1
XNR_RS06800,,UC-1
XNR_RS06800,,UC-4
XNR_RS07270,,UC-1
XNR_RS07270,,Translation
XNR_RS07350,,UC-1
XNR_RS08025,,UC-1
XNR_RS08115,,UC-1
XNR_RS29660,,UC-1
XNR_RS30590,,UC-1
XNR_RS09045,,UC-1
XNR_RS09125,,UC-1
XNR_RS09375,,UC-1
XNR_RS10555,,UC-1
XNR_RS10615,,UC-1
XNR_RS29740,,UC-1
XNR_RS10860,,UC-1
XNR_RS10860,,UC-14
XNR_RS11490,,UC-1
XNR_RS11490,,Chaplin
XNR_RS11885,,UC-1
XNR_RS12205,,UC-1
XNR_RS12285,,UC-1
XNR_RS12745,,UC-1
XNR_RS12820,,UC-1
XNR_RS13085,,UC-1
XNR_RS13090,,UC-1
XNR_RS13095,,UC-1
XNR_RS13100,,UC-1
XNR_RS13195,,UC-1
XNR_RS30820,,UC-1
XNR_RS13325,,UC-1
XNR_RS13555,,UC-1
XNR_RS13565,,UC-1
XNR_RS13580,,UC-1
XNR_RS14080,,UC-1
XNR_RS30835,,UC-1
XNR_RS14685,,UC-1
XNR_RS14715,,UC-1
XNR_RS14715,,Chaplin
XNR_RS14730,,UC-1
XNR_RS14750,,UC-1
XNR_RS14750,,Chaplin
XNR_RS14865,,UC-1
XNR_RS31245,,UC-1
XNR_RS15755,,UC-1
XNR_RS16025,,UC-1
XNR_RS16025,,UC-14
XNR_RS16090,,UC-1
XNR_RS16090,,Galactose
XNR_RS16150,,UC-1
XNR_RS16155,,UC-1
XNR_RS16395,,UC-1
XNR_RS16400,,UC-1
XNR_RS16690,,UC-1
XNR_RS16690,,Chaplin
XNR_RS16715,,UC-1
XNR_RS16735,,UC-1
XNR_RS29980,,UC-1
XNR_RS17460,,UC-1
XNR_RS29990,,UC-1
XNR_RS29990,,UC-6
XNR_RS17585,,UC-1
XNR_RS17765,,UC-1
XNR_RS17910,,UC-1
XNR_RS30870,,UC-1
XNR_RS30870,,UC-4
XNR_RS30620,,UC-1
XNR_RS18460,,UC-1
XNR_RS18460,,Chaplin
XNR_RS18725,,UC-1
XNR_RS18740,,UC-1
XNR_RS19220,,UC-1
XNR_RS19340,,UC-1
XNR_RS19340,,Chaplin
XNR_RS30875,,UC-1
XNR_RS19360,,UC-1
XNR_RS19360,,RpoS
XNR_RS30065,,UC-1
XNR_RS31355,,UC-1
XNR_RS31355,,UC-10
XNR_RS20660,,UC-1
XNR_RS30625,,UC-1
XNR_RS21215,,UC-1
XNR_RS22145,,UC-1
XNR_RS22345,,UC-1
XNR_RS22435,,UC-1
XNR_RS31620,,UC-1
XNR_RS31620,,RpoS
XNR_RS22815,,UC-1
XNR_RS23320,,UC-1
XNR_RS23540,,UC-1
XNR_RS30915,,UC-1
XNR_RS30915,,NRPS-1
XNR_RS30915,,UC-4
XNR_RS30915,,SGR PTM
XNR_RS30915,,Gas Vesicle
XNR_RS24070,,UC-1
XNR_RS24070,,UC-4
XNR_RS24070,,Gas Vesicle
XNR_RS24230,,UC-1
XNR_RS24670,,UC-1
XNR_RS24765,,UC-1
XNR_RS24765,,UC-12
XNR_RS24790,,UC-1
XNR_RS24790,,UC-4
XNR_RS25390,,UC-1
XNR_RS25390,,UC-3
XNR_RS25545,,UC-1
XNR_RS25545,,UC-12
XNR_RS25685,,UC-1
XNR_RS26275,,UC-1
XNR_RS26275,,Stress Response
XNR_RS26675,,UC-1
XNR_RS26675,,Chaplin
XNR_RS26885,,UC-1
XNR_RS26960,,UC-1
XNR_RS26960,,UC-14
XNR_RS26990,,UC-1
XNR_RS30940,,UC-1
XNR_RS30940,,UC-13
XNR_RS07685,,Surugamide-2
XNR_RS07690,,Surugamide-2
XNR_RS24770,,Surugamide-2
XNR_RS24770,,Gas Vesicle
XNR_RS24770,,Galactose
XNR_RS24770,,UC-13
XNR_RS24775,,Surugamide-2
XNR_RS24775,,SGR PTM
XNR_RS24775,,Gas Vesicle
XNR_RS24775,,Galactose
XNR_RS27460,,Surugamide-2
XNR_RS27460,,NRPS-1
XNR_RS27460,,BGC-General
XNR_RS27460,,UC-10
XNR_RS27460,,Galactose
XNR_RS24405,,Glucose
XNR_RS24405,,NRPS-1
XNR_RS24415,,Glucose
XNR_RS03370,,SigK
XNR_RS03385,,SigK
XNR_RS03390,,SigK
XNR_RS03400,,SigK
XNR_RS09590,,SigK
XNR_RS12885,,SigK
XNR_RS12890,,SigK
XNR_RS12890,,UC-12
XNR_RS12895,,SigK
XNR_RS12900,,SigK
XNR_RS12905,,SigK
XNR_RS12910,,SigK
XNR_RS12915,,SigK
XNR_RS25800,,SigK
XNR_RS25800,,Chaplin
XNR_RS25805,,SigK
XNR_RS25810,,SigK
XNR_RS25815,,SigK
XNR_RS02975,,Paulomycin
XNR_RS02980,,Paulomycin
XNR_RS02990,,Paulomycin
XNR_RS02995,,Paulomycin
XNR_RS02995,,BGC-General
XNR_RS03000,,Paulomycin
XNR_RS03005,,Paulomycin
XNR_RS03010,,Paulomycin
XNR_RS03010,,BGC-General
XNR_RS02985,,Translation
XNR_RS03045,,Translation
XNR_RS03045,,Sucrose
XNR_RS03075,,Translation
XNR_RS03075,,Sucrose
XNR_RS31510,,Translation
XNR_RS30675,,Translation
XNR_RS04365,,Translation
XNR_RS04365,,Histidine
XNR_RS04365,,Surugamide-1
XNR_RS04365,,Valine
XNR_RS04365,,Stress Response
XNR_RS04365,,NDH
XNR_RS05610,,Translation
XNR_RS05955,,Translation
XNR_RS05960,,Translation
XNR_RS06020,,Translation
XNR_RS06035,,Translation
XNR_RS06130,,Translation
XNR_RS07245,,Translation
XNR_RS07250,,Translation
XNR_RS07255,,Translation
XNR_RS10250,,Translation
XNR_RS12390,,Translation
XNR_RS12390,,UC-6
XNR_RS14765,,Translation
XNR_RS14770,,Translation
XNR_RS14770,,UC-6
XNR_RS14775,,Translation
XNR_RS14780,,Translation
XNR_RS16595,,Translation
XNR_RS18360,,Translation
XNR_RS18365,,Translation
XNR_RS18375,,Translation
XNR_RS18380,,Translation
XNR_RS18390,,Translation
XNR_RS18425,,Translation
XNR_RS18430,,Translation
XNR_RS18435,,Translation
XNR_RS18440,,Translation
XNR_RS18470,,Translation
XNR_RS18475,,Translation
XNR_RS18480,,Translation
XNR_RS18485,,Translation
XNR_RS18490,,Translation
XNR_RS18495,,Translation
XNR_RS18500,,Translation
XNR_RS18505,,Translation
XNR_RS18510,,Translation
XNR_RS18510,,UC-6
XNR_RS18515,,Translation
XNR_RS18520,,Translation
XNR_RS18520,,UC-6
XNR_RS18525,,Translation
XNR_RS18530,,Translation
XNR_RS18535,,Translation
XNR_RS18540,,Translation
XNR_RS18545,,Translation
XNR_RS18545,,UC-6
XNR_RS18550,,Translation
XNR_RS18555,,Translation
XNR_RS18560,,Translation
XNR_RS18565,,Translation
XNR_RS18570,,Translation
XNR_RS18590,,Translation
XNR_RS18590,,UC-6
XNR_RS18600,,Translation
XNR_RS18600,,UC-6
XNR_RS18605,,Translation
XNR_RS18605,,UC-6
XNR_RS18610,,Translation
XNR_RS18615,,Translation
XNR_RS18630,,Translation
XNR_RS18635,,Translation
XNR_RS21515,,Translation
XNR_RS21515,,UC-6
XNR_RS23920,,Translation
XNR_RS24050,,Translation
XNR_RS25300,,Translation
XNR_RS25920,,Translation
XNR_RS25925,,Translation
XNR_RS25930,,Translation
XNR_RS26510,,Translation
XNR_RS26570,,Translation
XNR_RS26575,,Translation
XNR_RS08935,,Phenylacetate
XNR_RS08935,,Surugamide-1
XNR_RS08935,,UC-8
XNR_RS10700,,Phenylacetate
XNR_RS10705,,Phenylacetate
XNR_RS10710,,Phenylacetate
XNR_RS10715,,Phenylacetate
XNR_RS10720,,Phenylacetate
XNR_RS10725,,Phenylacetate
XNR_RS10730,,Phenylacetate
XNR_RS10735,,Phenylacetate
XNR_RS10740,,Phenylacetate
XNR_RS10745,,Phenylacetate
XNR_RS10750,,Phenylacetate
XNR_RS15145,,Phenylacetate
XNR_RS15150,,Phenylacetate
XNR_RS15155,,Phenylacetate
XNR_RS00540,,UC-2
XNR_RS01235,,UC-2
XNR_RS01235,,Chaplin
XNR_RS01240,,UC-2
XNR_RS01240,,Chaplin
XNR_RS01240,,NRPS-1
XNR_RS01385,,UC-2
XNR_RS01495,,UC-2
XNR_RS30720,,UC-2
XNR_RS30720,,UC-12
XNR_RS02520,,UC-2
XNR_RS03100,,UC-2
XNR_RS03100,,DNA Damage
XNR_RS03305,,UC-2
XNR_RS03325,,UC-2
XNR_RS04425,,UC-2
XNR_RS05175,,UC-2
XNR_RS05175,,Chaplin
XNR_RS31530,,UC-2
XNR_RS06050,,UC-2
XNR_RS07075,,UC-2
XNR_RS07345,,UC-2
XNR_RS07620,,UC-2
XNR_RS07620,,NDH
XNR_RS07665,,UC-2
XNR_RS08505,,UC-2
XNR_RS08505,,UC-14
XNR_RS08525,,UC-2
XNR_RS09480,,UC-2
XNR_RS09925,,UC-2
XNR_RS09990,,UC-2
XNR_RS10575,,UC-2
XNR_RS10575,,UC-4
XNR_RS10830,,UC-2
XNR_RS10845,,UC-2
XNR_RS12210,,UC-2
XNR_RS12730,,UC-2
XNR_RS12730,,DNA Damage
XNR_RS13105,,UC-2
XNR_RS13105,,Dudomycin/Minimycin
XNR_RS13185,,UC-2
XNR_RS13805,,UC-2
XNR_RS13805,,Galactose
XNR_RS14360,,UC-2
XNR_RS14360,,UC-8
XNR_RS14370,,UC-2
XNR_RS14370,,DNA Damage
XNR_RS15260,,UC-2
XNR_RS16030,,UC-2
XNR_RS16030,,UC-6
XNR_RS30850,,UC-2
XNR_RS31320,,UC-2
XNR_RS31320,,UC-12
XNR_RS17850,,UC-2
XNR_RS18195,,UC-2
XNR_RS18705,,UC-2
XNR_RS18735,,UC-2
XNR_RS19810,,UC-2
XNR_RS19940,,UC-2
XNR_RS21035,,UC-2
XNR_RS21035,,UC-14
XNR_RS21065,,UC-2
XNR_RS21205,,UC-2
XNR_RS22300,,UC-2
XNR_RS22670,,UC-2
XNR_RS22675,,UC-2
XNR_RS22715,,UC-2
XNR_RS22735,,UC-2
XNR_RS23080,,UC-2
XNR_RS23625,,UC-2
XNR_RS23630,,UC-2
XNR_RS24100,,UC-2
XNR_RS24100,,UC-9
XNR_RS24910,,UC-2
XNR_RS24980,,UC-2
XNR_RS25235,,UC-2
XNR_RS25235,,UC-7
XNR_RS25310,,UC-2
XNR_RS25310,,UC-3
XNR_RS30935,,UC-2
XNR_RS26790,,UC-2
XNR_RS27140,,UC-2
XNR_RS27485,,UC-2
XNR_RS27485,,CysB
XNR_RS27520,,UC-2
XNR_RS27520,,UC-10
XNR_RS31650,,UC-2
XNR_RS31650,,BGC-General
XNR_RS31650,,UC-14
XNR_RS00585,,Histidine
XNR_RS00590,,Histidine
XNR_RS00595,,Histidine
XNR_RS00600,,Histidine
XNR_RS00605,,Histidine
XNR_RS00610,,Histidine
