gene_id,BGC,Imodulon
XNR_RS28110,,Surugamide-1
XNR_RS28500,,Surugamide-1
XNR_RS28500,,UC-11
XNR_RS28505,,Surugamide-1
XNR_RS28510,,Surugamide-1
XNR_RS28510,,UC-11
XNR_RS30775,,UC-5
XNR_RS09055,,UC-5
XNR_RS09060,,UC-5
XNR_RS31550,,UC-5
XNR_RS09065,,UC-5
XNR_RS09075,,UC-5
XNR_RS31060,,BGC-General
XNR_RS05080,,BGC-General
XNR_RS05985,,BGC-General
XNR_RS29705,,BGC-General
XNR_RS15920,,BGC-General
XNR_RS18925,,BGC-General
XNR_RS18925,,Xylose
XNR_RS18925,,UC-6
XNR_RS18925,,UC-7
XNR_RS18925,,UC-14
XNR_RS26590,,BGC-General
XNR_RS25610,,Glycerol
XNR_RS25615,,Glycerol
XNR_RS25620,,Glycerol
XNR_RS25625,,Glycerol
XNR_RS00775,,Xylose
XNR_RS00780,,Xylose
XNR_RS01565,,Xylose
XNR_RS16425,,Xylose
XNR_RS16425,,Galactose
XNR_RS16430,,Xylose
XNR_RS16430,,Galactose
XNR_RS16435,,Xylose
XNR_RS16435,,Galactose
XNR_RS16450,,Xylose
XNR_RS16450,,Galactose
XNR_RS16455,,Xylose
XNR_RS16455,,Galactose
XNR_RS27830,,Xylose
XNR_RS00240,,UC-6
XNR_RS29540,,UC-6
XNR_RS29540,,Gas Vesicle
XNR_RS29540,,UC-10
XNR_RS29540,,UC-11
XNR_RS02270,,UC-6
XNR_RS02650,,UC-6
XNR_RS02650,,Prophages
XNR_RS02650,,UC-14
XNR_RS03025,,UC-6
XNR_RS04990,,UC-6
XNR_RS04995,,UC-6
XNR_RS31075,,UC-6
XNR_RS06040,,UC-6
XNR_RS06045,,UC-6
XNR_RS06045,,UC-8
XNR_RS06675,,UC-6
XNR_RS29630,,UC-6
XNR_RS29630,,Potassium
XNR_RS06825,,UC-6
XNR_RS07670,,UC-6
XNR_RS07765,,UC-6
XNR_RS08705,,UC-6
XNR_RS09215,,UC-6
XNR_RS09215,,UC-13
XNR_RS09220,,UC-6
XNR_RS09645,,UC-6
XNR_RS09645,,UC-12
XNR_RS10165,,UC-6
XNR_RS31170,,UC-6
XNR_RS31175,,UC-6
XNR_RS31175,,UC-9
XNR_RS30815,,UC-6
XNR_RS12865,,UC-6
XNR_RS30715,,UC-6
XNR_RS13285,,UC-6
XNR_RS13900,,UC-6
XNR_RS14405,,UC-6
XNR_RS14405,,Gas Vesicle
XNR_RS14475,,UC-6
XNR_RS14475,,UC-12
XNR_RS14610,,UC-6
XNR_RS14825,,UC-6
XNR_RS14825,,UC-8
XNR_RS15020,,UC-6
XNR_RS15030,,UC-6
XNR_RS16015,,UC-6
XNR_RS30845,,UC-6
XNR_RS16605,,UC-6
XNR_RS16725,,UC-6
XNR_RS16725,,UC-11
XNR_RS16980,,UC-6
XNR_RS17645,,UC-6
XNR_RS17685,,UC-6
XNR_RS17740,,UC-6
XNR_RS17905,,UC-6
XNR_RS18085,,UC-6
XNR_RS18825,,UC-6
XNR_RS18965,,UC-6
XNR_RS18965,,UC-14
XNR_RS21725,,UC-6
XNR_RS22085,,UC-6
XNR_RS22310,,UC-6
XNR_RS23185,,UC-6
XNR_RS23185,,UC-12
XNR_RS24250,,UC-6
XNR_RS25195,,UC-6
XNR_RS25880,,UC-6
XNR_RS25915,,UC-6
XNR_RS27760,,UC-6
XNR_RS28105,,UC-6
XNR_RS00645,,SGR PTM
XNR_RS02185,,SGR PTM
XNR_RS02465,,SGR PTM
XNR_RS02470,,SGR PTM
XNR_RS05905,,SGR PTM
XNR_RS05905,,Gas Vesicle
XNR_RS06830,,SGR PTM
XNR_RS07490,,SGR PTM
XNR_RS09275,,SGR PTM
XNR_RS31555,,SGR PTM
XNR_RS09290,,SGR PTM
XNR_RS09300,,SGR PTM
XNR_RS10675,,SGR PTM
XNR_RS10675,,UC-10
XNR_RS11865,,SGR PTM
XNR_RS11865,,UC-12
XNR_RS15185,,SGR PTM
XNR_RS19160,,SGR PTM
XNR_RS19305,,SGR PTM
XNR_RS19770,,SGR PTM
XNR_RS23175,,SGR PTM
XNR_RS23175,,Gas Vesicle
XNR_RS00725,,Valine
XNR_RS00730,,Valine
XNR_RS00735,,Valine
XNR_RS00740,,Valine
XNR_RS00745,,Valine
XNR_RS03405,,Valine
XNR_RS03415,,Valine
XNR_RS06805,,Valine
XNR_RS06810,,Valine
XNR_RS07025,,Valine
XNR_RS12945,,Valine
XNR_RS13810,,Valine
XNR_RS13810,,Galactose
XNR_RS20830,,Valine
XNR_RS26750,,Valine
XNR_RS26750,,UC-8
XNR_RS00850,,UC-7
XNR_RS00855,,UC-7
XNR_RS01185,,UC-7
XNR_RS01540,,UC-7
XNR_RS02285,,UC-7
XNR_RS02295,,UC-7
XNR_RS02370,,UC-7
XNR_RS03055,,UC-7
XNR_RS03255,,UC-7
XNR_RS03320,,UC-7
XNR_RS03350,,UC-7
XNR_RS03640,,UC-7
XNR_RS03790,,UC-7
XNR_RS04050,,UC-7
XNR_RS04055,,UC-7
XNR_RS05295,,UC-7
XNR_RS05675,,UC-7
XNR_RS05680,,UC-7
XNR_RS05855,,UC-7
XNR_RS05915,,UC-7
XNR_RS06870,,UC-7
XNR_RS07540,,UC-7
XNR_RS08005,,UC-7
XNR_RS08010,,UC-7
XNR_RS29645,,UC-7
XNR_RS08765,,UC-7
XNR_RS08770,,UC-7
XNR_RS08775,,UC-7
XNR_RS08840,,UC-7
XNR_RS08980,,UC-7
XNR_RS09030,,UC-7
XNR_RS29680,,UC-7
XNR_RS09040,,UC-7
XNR_RS09320,,UC-7
XNR_RS10175,,UC-7
XNR_RS10180,,UC-7
XNR_RS11005,,UC-7
XNR_RS11095,,UC-7
XNR_RS11100,,UC-7
XNR_RS11130,,UC-7
XNR_RS11130,,UC-14
XNR_RS11325,,UC-7
XNR_RS11715,,UC-7
XNR_RS11735,,UC-7
XNR_RS11795,,UC-7
XNR_RS11990,,UC-7
XNR_RS12425,,UC-7
XNR_RS12780,,UC-7
XNR_RS12785,,UC-7
XNR_RS12995,,UC-7
XNR_RS13145,,UC-7
XNR_RS13720,,UC-7
XNR_RS14655,,UC-7
XNR_RS15700,,UC-7
XNR_RS15705,,UC-7
XNR_RS16010,,UC-7
XNR_RS16065,,UC-7
XNR_RS16165,,UC-7
XNR_RS16305,,UC-7
XNR_RS16790,,UC-7
XNR_RS17575,,UC-7
XNR_RS18165,,UC-7
XNR_RS19065,,UC-7
XNR_RS19080,,UC-7
XNR_RS20060,,UC-7
XNR_RS20065,,UC-7
XNR_RS20075,,UC-7
XNR_RS21110,,UC-7
XNR_RS21115,,UC-7
XNR_RS30095,,UC-7
XNR_RS21760,,UC-7
XNR_RS21890,,UC-7
XNR_RS22105,,UC-7
XNR_RS22770,,UC-7
XNR_RS24210,,UC-7
XNR_RS24895,,UC-7
XNR_RS25240,,UC-7
XNR_RS25250,,UC-7
XNR_RS25265,,UC-7
XNR_RS25485,,UC-7
XNR_RS25995,,UC-7
XNR_RS26020,,UC-7
XNR_RS26020,,UC-14
XNR_RS26055,,UC-7
XNR_RS26155,,UC-7
XNR_RS31400,,UC-7
XNR_RS31400,,UC-12
XNR_RS26930,,UC-7
XNR_RS27005,,UC-7
XNR_RS27330,,UC-7
XNR_RS27330,,Galactose
XNR_RS27365,,UC-7
XNR_RS27550,,UC-7
XNR_RS28135,,UC-7
XNR_RS05000,,UC-8
XNR_RS05005,,UC-8
XNR_RS06660,,UC-8
XNR_RS07495,,UC-8
XNR_RS07730,,UC-8
XNR_RS08215,,UC-8
XNR_RS08220,,UC-8
XNR_RS12680,,UC-8
XNR_RS12685,,UC-8
XNR_RS13035,,UC-8
XNR_RS13645,,UC-8
XNR_RS13645,,UC-11
XNR_RS14420,,UC-8
XNR_RS15025,,UC-8
XNR_RS16465,,UC-8
XNR_RS16470,,UC-8
XNR_RS16475,,UC-8
XNR_RS18260,,UC-8
XNR_RS19330,,UC-8
XNR_RS19960,,UC-8
XNR_RS19965,,UC-8
XNR_RS20100,,UC-8
XNR_RS20100,,UC-13
XNR_RS22210,,UC-8
XNR_RS22330,,UC-8
XNR_RS23985,,UC-8
XNR_RS24510,,UC-8
XNR_RS00350,,UC-9
XNR_RS02410,,UC-9
XNR_RS04380,,UC-9
XNR_RS04690,,UC-9
XNR_RS04695,,UC-9
XNR_RS30755,,UC-9
XNR_RS07910,,UC-9
XNR_RS09200,,UC-9
XNR_RS09690,,UC-9
XNR_RS09695,,UC-9
XNR_RS10800,,UC-9
XNR_RS30595,,UC-9
XNR_RS11280,,UC-9
XNR_RS11285,,UC-9
XNR_RS11290,,UC-9
XNR_RS11295,,UC-9
XNR_RS11300,,UC-9
XNR_RS11305,,UC-9
XNR_RS12550,,UC-9
XNR_RS12550,,UC-12
XNR_RS14550,,UC-9
XNR_RS16200,,UC-9
XNR_RS16420,,UC-9
XNR_RS16420,,UC-13
XNR_RS17720,,UC-9
XNR_RS17725,,UC-9
XNR_RS18690,,UC-9
XNR_RS19680,,UC-9
XNR_RS19685,,UC-9
XNR_RS19865,,UC-9
XNR_RS19870,,UC-9
XNR_RS21090,,UC-9
XNR_RS21750,,UC-9
XNR_RS23045,,UC-9
XNR_RS24495,,UC-9
XNR_RS25705,,UC-9
XNR_RS25985,,UC-9
XNR_RS26040,,UC-9
XNR_RS28385,,UC-9
XNR_RS28390,,UC-9
XNR_RS28395,,UC-9
XNR_RS28400,,UC-9
XNR_RS28400,,UC-12
XNR_RS28405,,UC-9
XNR_RS28410,,UC-9
XNR_RS28415,,UC-9
XNR_RS28420,,UC-9
XNR_RS00630,,Antimycin
XNR_RS00495,,Gas Vesicle
XNR_RS00565,,Gas Vesicle
XNR_RS00565,,UC-12
XNR_RS02800,,Gas Vesicle
XNR_RS03570,,Gas Vesicle
XNR_RS03715,,Gas Vesicle
XNR_RS03765,,Gas Vesicle
XNR_RS03765,,UC-14
XNR_RS05910,,Gas Vesicle
XNR_RS07045,,Gas Vesicle
XNR_RS07050,,Gas Vesicle
XNR_RS07120,,Gas Vesicle
XNR_RS08400,,Gas Vesicle
XNR_RS08405,,Gas Vesicle
XNR_RS08410,,Gas Vesicle
XNR_RS08415,,Gas Vesicle
XNR_RS08455,,Gas Vesicle
XNR_RS08665,,Gas Vesicle
XNR_RS08670,,Gas Vesicle
XNR_RS08680,,Gas Vesicle
XNR_RS08835,,Gas Vesicle
XNR_RS08910,,Gas Vesicle
XNR_RS08910,,UC-11
XNR_RS09550,,Gas Vesicle
XNR_RS09575,,Gas Vesicle
XNR_RS09640,,Gas Vesicle
XNR_RS10665,,Gas Vesicle
XNR_RS13470,,Gas Vesicle
XNR_RS13615,,Gas Vesicle
XNR_RS14955,,Gas Vesicle
XNR_RS16785,,Gas Vesicle
XNR_RS17245,,Gas Vesicle
XNR_RS18700,,Gas Vesicle
XNR_RS18795,,Gas Vesicle
XNR_RS18820,,Gas Vesicle
XNR_RS19400,,Gas Vesicle
XNR_RS21900,,Gas Vesicle
XNR_RS21905,,Gas Vesicle
XNR_RS21910,,Gas Vesicle
XNR_RS21920,,Gas Vesicle
XNR_RS21925,,Gas Vesicle
XNR_RS21930,,Gas Vesicle
XNR_RS21935,,Gas Vesicle
XNR_RS21940,,Gas Vesicle
XNR_RS21945,,Gas Vesicle
XNR_RS22275,,Gas Vesicle
XNR_RS22280,,Gas Vesicle
XNR_RS23410,,Gas Vesicle
XNR_RS25210,,Gas Vesicle
XNR_RS25570,,Gas Vesicle
XNR_RS27835,,Gas Vesicle
XNR_RS28530,,Gas Vesicle
XNR_RS28535,,Gas Vesicle
XNR_RS04315,,Phosphate
XNR_RS04410,,Phosphate
XNR_RS05545,,Phosphate
XNR_RS05545,,UC-11
XNR_RS11195,,Phosphate
XNR_RS12765,,Phosphate
XNR_RS29835,,Phosphate
XNR_RS29835,,UC-13
XNR_RS13835,,Phosphate
XNR_RS15415,,Phosphate
XNR_RS16110,,Phosphate
XNR_RS16115,,Phosphate
XNR_RS16120,,Phosphate
XNR_RS16120,,UC-13
XNR_RS16125,,Phosphate
XNR_RS16340,,Phosphate
XNR_RS16345,,Phosphate
XNR_RS22540,,Phosphate
XNR_RS24285,,Phosphate
XNR_RS27310,,Phosphate
XNR_RS27355,,Phosphate
XNR_RS00900,,UC-10
XNR_RS00900,,UC-14
XNR_RS01160,,UC-10
XNR_RS31025,,UC-10
XNR_RS31025,,UC-12
XNR_RS01910,,UC-10
XNR_RS30730,,UC-10
XNR_RS30730,,Prophages
XNR_RS02705,,UC-10
XNR_RS03260,,UC-10
XNR_RS03785,,UC-10
XNR_RS04115,,UC-10
XNR_RS04120,,UC-10
XNR_RS04120,,NDH
XNR_RS04125,,UC-10
XNR_RS04125,,NDH
XNR_RS04305,,UC-10
XNR_RS31085,,UC-10
XNR_RS05710,,UC-10
XNR_RS06205,,UC-10
XNR_RS06290,,UC-10
XNR_RS06335,,UC-10
XNR_RS06585,,UC-10
XNR_RS07565,,UC-10
XNR_RS08700,,UC-10
XNR_RS08905,,UC-10
XNR_RS31130,,UC-10
XNR_RS09155,,UC-10
XNR_RS09685,,UC-10
XNR_RS09985,,UC-10
XNR_RS10330,,UC-10
XNR_RS10330,,UC-14
XNR_RS10785,,UC-10
XNR_RS10785,,UC-14
XNR_RS10815,,UC-10
XNR_RS10965,,UC-10
XNR_RS10980,,UC-10
XNR_RS11475,,UC-10
XNR_RS11680,,UC-10
XNR_RS12805,,UC-10
XNR_RS31205,,UC-10
XNR_RS13420,,UC-10
XNR_RS14060,,UC-10
XNR_RS15095,,UC-10
XNR_RS15160,,UC-10
XNR_RS16250,,UC-10
XNR_RS16250,,UC-12
XNR_RS16280,,UC-10
XNR_RS31305,,UC-10
XNR_RS17660,,UC-10
XNR_RS17955,,UC-10
XNR_RS18650,,UC-10
XNR_RS18650,,UC-11
XNR_RS18650,,UC-14
XNR_RS20230,,UC-10
XNR_RS20230,,UC-14
XNR_RS21015,,UC-10
XNR_RS21695,,UC-10
XNR_RS30120,,UC-10
XNR_RS30120,,UC-14
XNR_RS22925,,UC-10
XNR_RS31625,,UC-10
XNR_RS23955,,UC-10
XNR_RS24265,,UC-10
XNR_RS24305,,UC-10
XNR_RS24535,,UC-10
XNR_RS24810,,UC-10
XNR_RS25455,,UC-10
XNR_RS25520,,UC-10
XNR_RS25850,,UC-10
XNR_RS25865,,UC-10
XNR_RS25940,,UC-10
XNR_RS30930,,UC-10
XNR_RS30930,,UC-12
XNR_RS30930,,UC-14
XNR_RS27465,,UC-10
XNR_RS28490,,UC-10
XNR_RS28490,,UC-12
XNR_RS31415,,UC-10
XNR_RS01155,,Prophages
XNR_RS02625,,Prophages
XNR_RS02630,,Prophages
XNR_RS02635,,Prophages
XNR_RS02640,,Prophages
XNR_RS02645,,Prophages
XNR_RS02655,,Prophages
XNR_RS30665,,Prophages
XNR_RS02670,,Prophages
XNR_RS02675,,Prophages
XNR_RS02680,,Prophages
XNR_RS02685,,Prophages
XNR_RS02690,,Prophages
XNR_RS02695,,Prophages
XNR_RS02700,,Prophages
XNR_RS30840,,Prophages
XNR_RS16140,,Prophages
XNR_RS16145,,Prophages
XNR_RS18670,,Prophages
XNR_RS25020,,Prophages
XNR_RS02770,,Stress Response
XNR_RS02770,,SAL-2242
XNR_RS05880,,Stress Response
XNR_RS05880,,Galactose
XNR_RS06860,,Stress Response
XNR_RS06865,,Stress Response
XNR_RS31115,,Stress Response
XNR_RS31115,,SAL-2242
XNR_RS09020,,Stress Response
XNR_RS09025,,Stress Response
XNR_RS09900,,Stress Response
XNR_RS09905,,Stress Response
XNR_RS11020,,Stress Response
XNR_RS11270,,Stress Response
XNR_RS11505,,Stress Response
XNR_RS14140,,Stress Response
XNR_RS14140,,SAL-2242
XNR_RS14145,,Stress Response
XNR_RS14145,,SAL-2242
XNR_RS14400,,Stress Response
XNR_RS14505,,Stress Response
XNR_RS14510,,Stress Response
XNR_RS14515,,Stress Response
XNR_RS14520,,Stress Response
XNR_RS18105,,Stress Response
XNR_RS19775,,Stress Response
XNR_RS20010,,Stress Response
XNR_RS20010,,SAL-2242
XNR_RS21320,,Stress Response
XNR_RS21325,,Stress Response
XNR_RS21325,,UC-14
XNR_RS22990,,Stress Response
XNR_RS23355,,Stress Response
XNR_RS23355,,UC-13
XNR_RS27155,,Stress Response
XNR_RS02545,,Galactose
XNR_RS02550,,Galactose
XNR_RS02555,,Galactose
XNR_RS02555,,NDH
XNR_RS02775,,Galactose
XNR_RS02775,,UC-11
XNR_RS03185,,Galactose
XNR_RS03185,,NDH
XNR_RS08315,,Galactose
XNR_RS08320,,Galactose
XNR_RS08325,,Galactose
XNR_RS08330,,Galactose
XNR_RS08335,,Galactose
XNR_RS08340,,Galactose
XNR_RS08350,,Galactose
XNR_RS10300,,Galactose
XNR_RS10305,,Galactose
XNR_RS10310,,Galactose
XNR_RS10315,,Galactose
XNR_RS10320,,Galactose
XNR_RS11515,,Galactose
XNR_RS30805,,Galactose
XNR_RS30805,,SAL-2242
XNR_RS13800,,Galactose
XNR_RS13800,,UC-12
XNR_RS13815,,Galactose
XNR_RS13820,,Galactose
XNR_RS13825,,Galactose
XNR_RS16445,,Galactose
XNR_RS16460,,Galactose
XNR_RS20105,,Galactose
XNR_RS20490,,Galactose
XNR_RS24310,,Galactose
XNR_RS27150,,Galactose
XNR_RS06755,,Potassium
XNR_RS06760,,Potassium
XNR_RS06765,,Potassium
XNR_RS06770,,Potassium
XNR_RS06775,,Potassium
XNR_RS03040,,Sucrose
XNR_RS03070,,Sucrose
XNR_RS03745,,UC-11
XNR_RS03745,,UC-13
XNR_RS05820,,UC-11
XNR_RS05820,,SAL-2242
XNR_RS31165,,UC-11
XNR_RS11510,,UC-11
XNR_RS12790,,UC-11
XNR_RS13660,,UC-11
XNR_RS13665,,UC-11
XNR_RS15225,,UC-11
XNR_RS15915,,UC-11
XNR_RS15915,,SAL-2242
XNR_RS16295,,UC-11
XNR_RS16295,,SAL-2242
XNR_RS18655,,UC-11
XNR_RS18920,,UC-11
XNR_RS19260,,UC-11
XNR_RS30695,,UC-11
XNR_RS30695,,SAL-2242
XNR_RS30080,,UC-11
XNR_RS21530,,UC-11
XNR_RS21530,,UC-13
XNR_RS00220,,UC-12
XNR_RS00490,,UC-12
XNR_RS01115,,UC-12
XNR_RS01130,,UC-12
XNR_RS01225,,UC-12
XNR_RS01555,,UC-12
XNR_RS31030,,UC-12
XNR_RS01680,,UC-12
XNR_RS01735,,UC-12
XNR_RS01780,,UC-12
XNR_RS03695,,UC-12
XNR_RS30735,,UC-12
XNR_RS04755,,UC-12
XNR_RS05435,,UC-12
XNR_RS05485,,UC-12
XNR_RS06680,,UC-12
XNR_RS07435,,UC-12
XNR_RS07525,,UC-12
XNR_RS07525,,UC-14
XNR_RS07535,,UC-12
XNR_RS09110,,UC-12
XNR_RS29715,,UC-12
XNR_RS12570,,UC-12
XNR_RS12610,,UC-12
XNR_RS12920,,UC-12
XNR_RS13425,,UC-12
XNR_RS13635,,UC-12
XNR_RS14195,,UC-12
XNR_RS14260,,UC-12
XNR_RS31235,,UC-12
XNR_RS15725,,UC-12
XNR_RS16380,,UC-12
XNR_RS17395,,UC-12
XNR_RS30865,,UC-12
XNR_RS19035,,UC-12
XNR_RS31345,,UC-12
XNR_RS20130,,UC-12
XNR_RS21765,,UC-12
XNR_RS21765,,UC-14
XNR_RS24075,,UC-12
XNR_RS24975,,UC-12
XNR_RS25245,,UC-12
XNR_RS26725,,UC-12
XNR_RS27345,,UC-12
XNR_RS27715,,UC-12
XNR_RS28050,,UC-12
XNR_RS28600,,UC-12
XNR_RS07065,,NDH
XNR_RS07070,,NDH
XNR_RS14540,,NDH
XNR_RS15665,,NDH
XNR_RS17655,,NDH
XNR_RS17655,,UC-13
XNR_RS17980,,NDH
XNR_RS17985,,NDH
XNR_RS17990,,NDH
XNR_RS17995,,NDH
XNR_RS18000,,NDH
XNR_RS18005,,NDH
XNR_RS18010,,NDH
XNR_RS18015,,NDH
XNR_RS18020,,NDH
XNR_RS18025,,NDH
XNR_RS18030,,NDH
XNR_RS18035,,NDH
XNR_RS18040,,NDH
XNR_RS18045,,NDH
XNR_RS19270,,NDH
XNR_RS20560,,NDH
XNR_RS21365,,NDH
XNR_RS22030,,NDH
XNR_RS30910,,NDH
XNR_RS23395,,NDH
XNR_RS23395,,UC-13
XNR_RS23400,,NDH
XNR_RS23400,,UC-13
XNR_RS23420,,NDH
XNR_RS23425,,NDH
XNR_RS23425,,UC-13
XNR_RS23430,,NDH
XNR_RS23430,,UC-13
XNR_RS23435,,NDH
XNR_RS23435,,UC-13
XNR_RS27735,,NDH
XNR_RS00270,,UC-13
XNR_RS00500,,UC-13
XNR_RS01455,,UC-13
XNR_RS01580,,UC-13
XNR_RS01920,,UC-13
XNR_RS02045,,UC-13
XNR_RS02730,,UC-13
XNR_RS03555,,UC-13
XNR_RS03580,,UC-13
XNR_RS04195,,UC-13
XNR_RS06090,,UC-13
XNR_RS06095,,UC-13
XNR_RS06595,,UC-13
XNR_RS06845,,UC-13
XNR_RS07275,,UC-13
XNR_RS07935,,UC-13
XNR_RS08650,,UC-13
XNR_RS08655,,UC-13
XNR_RS09780,,UC-13
XNR_RS10580,,UC-13
XNR_RS12290,,UC-13
XNR_RS12540,,UC-13
XNR_RS14355,,UC-13
XNR_RS14805,,UC-13
XNR_RS14895,,UC-13
XNR_RS18170,,UC-13
XNR_RS18240,,UC-13
XNR_RS18395,,UC-13
XNR_RS18575,,UC-13
XNR_RS18805,,UC-13
XNR_RS19690,,UC-13
XNR_RS19695,,UC-13
XNR_RS20245,,UC-13
XNR_RS20295,,UC-13
XNR_RS20430,,UC-13
XNR_RS20900,,UC-13
XNR_RS20925,,UC-13
XNR_RS21000,,UC-13
XNR_RS21480,,UC-13
XNR_RS21485,,UC-13
XNR_RS21535,,UC-13
XNR_RS21540,,UC-13
XNR_RS22315,,UC-13
XNR_RS22630,,UC-13
XNR_RS22950,,UC-13
XNR_RS30130,,UC-13
XNR_RS23405,,UC-13
XNR_RS23735,,UC-13
XNR_RS24240,,UC-13
XNR_RS24890,,UC-13
XNR_RS25305,,UC-13
XNR_RS25495,,UC-13
XNR_RS26455,,UC-13
XNR_RS26460,,UC-13
XNR_RS26770,,UC-13
XNR_RS28080,,UC-13
XNR_RS28085,,UC-13
XNR_RS05815,,SAL-2242
XNR_RS07610,,SAL-2242
XNR_RS07615,,SAL-2242
XNR_RS08920,,SAL-2242
XNR_RS12385,,SAL-2242
XNR_RS12450,,SAL-2242
XNR_RS20015,,SAL-2242
XNR_RS21395,,SAL-2242
XNR_RS00235,,UC-14
XNR_RS01525,,UC-14
XNR_RS01570,,UC-14
XNR_RS01850,,UC-14
XNR_RS02355,,UC-14
XNR_RS02390,,UC-14
XNR_RS02615,,UC-14
XNR_RS03200,,UC-14
XNR_RS03410,,UC-14
XNR_RS03585,,UC-14
XNR_RS03955,,UC-14
XNR_RS03960,,UC-14
XNR_RS04090,,UC-14
XNR_RS05065,,UC-14
XNR_RS05100,,UC-14
XNR_RS05145,,UC-14
XNR_RS05330,,UC-14
XNR_RS07530,,UC-14
XNR_RS08105,,UC-14
XNR_RS08140,,UC-14
XNR_RS08630,,UC-14
XNR_RS08690,,UC-14
XNR_RS08785,,UC-14
XNR_RS08960,,UC-14
XNR_RS09225,,UC-14
XNR_RS09345,,UC-14
XNR_RS09540,,UC-14
XNR_RS09865,,UC-14
XNR_RS10280,,UC-14
XNR_RS11150,,UC-14
XNR_RS12190,,UC-14
XNR_RS12845,,UC-14
XNR_RS12935,,UC-14
XNR_RS13025,,UC-14
XNR_RS31215,,UC-14
XNR_RS13775,,UC-14
XNR_RS14295,,UC-14
XNR_RS14325,,UC-14
XNR_RS14615,,UC-14
XNR_RS14925,,UC-14
XNR_RS31255,,UC-14
XNR_RS15695,,UC-14
XNR_RS15765,,UC-14
XNR_RS15795,,UC-14
XNR_RS15815,,UC-14
XNR_RS31275,,UC-14
XNR_RS16130,,UC-14
XNR_RS16255,,UC-14
XNR_RS16645,,UC-14
XNR_RS16680,,UC-14
XNR_RS16865,,UC-14
XNR_RS17330,,UC-14
XNR_RS18080,,UC-14
XNR_RS18950,,UC-14
XNR_RS19045,,UC-14
XNR_RS20280,,UC-14
XNR_RS20505,,UC-14
XNR_RS21280,,UC-14
XNR_RS21285,,UC-14
XNR_RS22095,,UC-14
XNR_RS22680,,UC-14
XNR_RS23130,,UC-14
XNR_RS23645,,UC-14
XNR_RS23715,,UC-14
XNR_RS23875,,UC-14
XNR_RS24215,,UC-14
XNR_RS24220,,UC-14
XNR_RS24340,,UC-14
XNR_RS25060,,UC-14
XNR_RS25515,,UC-14
XNR_RS25900,,UC-14
XNR_RS26005,,UC-14
XNR_RS26475,,UC-14
XNR_RS26710,,UC-14
XNR_RS27195,,UC-14
XNR_RS27335,,UC-14
XNR_RS27475,,UC-14
XNR_RS27840,,UC-14
XNR_RS28670,,UC-14
XNR_RS28680,,UC-14
XNR_RS12320,,hrt Complex
XNR_RS12325,,hrt Complex
