__mclCluster,name,Function,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,species,Stress,TopologicalCoefficient
1,ecol_Rhamnose,General,3.583941606,0.001846649,0.279022403,0,2,7,FALSE,43.5,0,2,0,0.96508187,FALSE,0,ecol_Rhamnose,Eco,3402,0.505952381
1,mtub_Unc_5,General,3.465328467,4.10E-04,0.288572933,0.666666667,4,7,FALSE,33.25,0,4,0,0.96668475,FALSE,0,mtub_Unc_5,Mtu,1050,0.319711538
1,mtub_SG_9,General,3.53649635,3.21E-04,0.282765738,0,2,6,FALSE,48,0,2,0,0.965723022,FALSE,0,mtub_SG_9,Mtu,1708,0.540229885
1,mtub_SG_10,General,3.651459854,0,0.273863068,0,1,7,FALSE,74,0,1,0,0.964169461,FALSE,0,mtub_SG_10,Mtu,0,0
1,ecol_UC-7,General,3.556569343,8.20E-04,0.281169831,0,2,7,FALSE,46,0,2,0,0.965451766,FALSE,0,ecol_UC-7,Eco,3406,0.529411765
1,sen_unchar-8,General,4.467153285,0,0.223856209,0,1,8,FALSE,18,0,1,0,0.953146577,FALSE,0,sen_unchar-8,Sen,0,0
1,pae_Singlet-1,General,3.534671533,0,0.282911719,1,2,6,FALSE,48,0,2,0,0.965747682,FALSE,0,pae_Singlet-1,Pae,0,0.551724138
1,ecol_Gluconate,General,3.22080292,0.022263064,0.310481586,0.241758242,14,6,FALSE,16.57142857,0,14,0,0.96998915,FALSE,0,ecol_Gluconate,Eco,38272,0.124597207
1,ecol_UC-9,General,3.538321168,0.002009523,0.282619907,0,3,7,FALSE,32.66666667,0,3,0,0.965698363,FALSE,0,ecol_UC-9,Eco,5868,0.359848485
1,sen_ula-Ascorbate,General,4.222627737,5.43E-04,0.23681936,0,2,7,FALSE,11.5,0,2,0,0.956450977,FALSE,0,sen_ula-Ascorbate,Sen,850,0.5
1,mtub_VirS,General,3.450729927,0.001692139,0.28979376,0.238095238,7,7,FALSE,23.14285714,0,7,0,0.966882028,FALSE,0,mtub_VirS,Mtu,4410,0.213618158
1,mtub_SG_3,General,3.52189781,0.008639609,0.283937824,0.166666667,4,7,FALSE,23.5,0,4,0,0.9659203,FALSE,0,mtub_SG_3,Mtu,9322,0.264367816
1,mtub_Rv3095,General,3.651459854,0,0.273863068,0,1,7,FALSE,74,0,1,0,0.964169461,FALSE,0,mtub_Rv3095,Mtu,0,0
1,salb_Transketolase,General,3.412408759,0.004725011,0.293048128,0.25,9,6,FALSE,16.33333333,0,9,0,0.967399882,FALSE,0,salb_Transketolase,Sal,6840,0.158415842
1,pae_MdcR,General,3.301094891,0.003665841,0.302929795,0.285714286,7,6,FALSE,24.71428571,0,7,0,0.968904123,FALSE,0,pae_MdcR,Pae,10080,0.196571429
1,salb_Thiopeptide,General,3.399635036,0.001425648,0.294149222,0.5,5,7,FALSE,33.6,0,5,0,0.9675725,FALSE,0,salb_Thiopeptide,Sal,5986,0.282352941
1,pae_AntR,General,4.224452555,0,0.236717063,1,3,8,FALSE,12.66666667,0,3,0,0.956426317,FALSE,0,pae_AntR,Pae,0,0.436781609
1,salb_UC-4,General,3.53649635,3.21E-04,0.282765738,0,2,6,FALSE,48,0,2,0,0.965723022,FALSE,0,salb_UC-4,Sal,1708,0.540229885
1,pae_AcoR,General,3.270072993,0.013439474,0.305803571,0.272727273,11,6,FALSE,19.09090909,0,11,0,0.969323338,FALSE,0,pae_AcoR,Pae,20780,0.144344205
1,ecol_ypjJ,General,4.467153285,0,0.223856209,0,1,8,FALSE,18,0,1,0,0.953146577,FALSE,0,ecol_ypjJ,Eco,0,0
1,salb_UC-9,General,3.304744526,0.005964945,0.302595251,0.222222222,9,6,FALSE,18.77777778,0,9,0,0.968854804,FALSE,0,salb_UC-9,Sal,10080,0.158594492
1,ecol_PAL 10 Del,General,3.498175182,5.04E-05,0.285863328,0.666666667,3,7,FALSE,35,0,3,0,0.966240876,FALSE,0,ecol_PAL 10 Del,Eco,126,0.380434783
1,pae_SouR,General,3.788321168,0.002325214,0.263969171,0.166666667,4,7,FALSE,14.25,0,4,0,0.962319984,FALSE,0,pae_SouR,Pae,3422,0.275
1,sac_FadR,General,2.653284672,0.276448988,0.376891334,0.034431692,74,6,FALSE,7.837837838,0,74,0,0.977658315,FALSE,0,sac_FadR,sac,425886,0.035416934
1,sac_aromatic-degradation,General,3.468978102,0.03686506,0.288269332,0.058823529,18,7,FALSE,7.611111111,0,18,0,0.966635431,FALSE,0,sac_aromatic-degradation,sac,66802,0.097597598
2,ecol_Fatty Acid,Carbon Metabolism,3.410583942,0.002484022,0.293204922,0.4,5,7,FALSE,28.2,0,5,0,0.967424541,FALSE,0,ecol_Fatty Acid,Eco,4220,0.261682243
2,pae_Translational-2,Carbon Metabolism,5.144160584,0.004628154,0.194395176,0.3,5,9,FALSE,4.2,0,5,0,0.94399783,FALSE,0,pae_Translational-2,Pae,4506,0.292307692
2,pae_PhhR-1,Carbon Metabolism,4.074817518,4.13E-06,0.245409763,0.833333333,4,7,FALSE,12.5,0,4,0,0.958448412,FALSE,0,pae_PhhR-1,Pae,16,0.446428571
2,pae_DhcR,Carbon Metabolism,3.516423358,6.97E-04,0.284379865,0.523809524,7,7,FALSE,22.71428571,0,7,0,0.965994279,FALSE,0,pae_DhcR,Pae,2352,0.231778426
2,ecol_ythA,Carbon Metabolism,4.054744526,0,0.246624662,0,1,7,FALSE,26,0,1,0,0.958719669,FALSE,0,ecol_ythA,Eco,0,0
2,ecol_Cold Shock,Carbon Metabolism,4.959854015,0.002525852,0.201618837,0.5,4,8,FALSE,4.25,0,4,0,0.946488459,FALSE,0,ecol_Cold Shock,Eco,2744,0.4
2,sen_csp-1,Carbon Metabolism,4.899635036,0.003106146,0.204096834,0.5,4,8,FALSE,3.5,0,4,0,0.947302229,FALSE,0,sen_csp-1,Sen,3830,0.464285714
2,mtub_BkaR,Carbon Metabolism,3.421532847,0.00404314,0.292266667,0.342857143,15,6,FALSE,14.66666667,0,15,0,0.967276583,FALSE,0,mtub_BkaR,Mtu,8272,0.157706093
2,mtub_FasR,Carbon Metabolism,3.113138686,0.03531435,0.321219226,0.263157895,19,6,FALSE,18.73684211,0,19,0,0.971444072,FALSE,0,mtub_FasR,Mtu,60606,0.112238427
2,sen_dpiA,Carbon Metabolism,3.901459854,3.09E-05,0.256314312,0.333333333,3,7,FALSE,16,0,3,0,0.960791083,FALSE,0,sen_dpiA,Sen,60,0.460784314
2,mtub_KstR2,Carbon Metabolism,3.191605839,0.014686514,0.313321898,0.268421053,20,6,FALSE,17.2,0,20,0,0.970383705,FALSE,0,mtub_KstR2,Mtu,35018,0.112418301
2,salb_Phospholipid,Carbon Metabolism,4.074817518,0.005833188,0.245409763,0,2,7,FALSE,11.5,0,2,0,0.958448412,FALSE,0,salb_Phospholipid,Sal,6696,0.5
2,ecol_SCFA,Carbon Metabolism,4.02919708,3.44E-05,0.248188406,0.733333333,6,7,FALSE,12.5,0,6,0,0.959064904,FALSE,0,ecol_SCFA,Eco,102,0.378787879
2,sen_csp-2,Carbon Metabolism,5.538321168,0,0.180560132,1,3,9,FALSE,4.333333333,0,3,0,0.938671336,FALSE,0,sen_csp-2,Sen,0,0.619047619
2,pae_LiuR,Carbon Metabolism,3.160583942,0.014690973,0.316397229,0.331578947,20,6,FALSE,18.7,0,20,0,0.97080292,FALSE,0,pae_LiuR,Pae,36394,0.11835443
2,pae_AtuR,Carbon Metabolism,3.346715328,0.015200945,0.298800436,0.409090909,12,6,FALSE,18.33333333,0,12,0,0.968287631,FALSE,0,pae_AtuR,Pae,24316,0.164414414
2,salb_Fatty Acid,Carbon Metabolism,3.056569343,0.031302641,0.327164179,0.147692308,26,6,FALSE,14.53846154,0,26,0,0.972208522,FALSE,0,salb_Fatty Acid,Sal,53336,0.08311229
3,mtub_Rv1828/SigH,Secondary Metabolism,4.350364964,0,0.229865772,0,1,8,FALSE,24,0,1,0,0.954724798,FALSE,0,mtub_Rv1828/SigH,Mtu,0,0
3,mtub_Unc_6,Secondary Metabolism,3.704379562,0.001491724,0.269950739,0.333333333,9,7,FALSE,11.88888889,0,9,0,0.96345433,FALSE,0,mtub_Unc_6,Mtu,3236,0.199623352
3,mtub_PhoP,Secondary Metabolism,3.366788321,0.017364244,0.29701897,0.133333333,6,6,FALSE,23.83333333,0,6,0,0.968016374,FALSE,0,mtub_PhoP,Mtu,23758,0.201149425
3,mtub_Rv2488c,Secondary Metabolism,3.629562044,0.011049939,0.275515334,0.2,10,7,FALSE,9.5,0,10,0,0.964465378,FALSE,0,mtub_Rv2488c,Mtu,14132,0.137313433
3,ecol_yqhI,Secondary Metabolism,4.350364964,0,0.229865772,0,1,8,FALSE,24,0,1,0,0.954724798,FALSE,0,ecol_yqhI,Eco,0,0
3,pae_Singlet-3,Secondary Metabolism,3.487226277,0.004485121,0.286760858,0,3,7,FALSE,33.66666667,0,3,0,0.966388834,FALSE,0,pae_Singlet-3,Pae,7446,0.367041199
3,sen_SG2_STM2329,Secondary Metabolism,4.350364964,0,0.229865772,0,1,8,FALSE,24,0,1,0,0.954724798,FALSE,0,sen_SG2_STM2329,Sen,0,0
3,mtub_Rv0078+Rv2034,Secondary Metabolism,3.383211679,0.026635966,0.295577131,0.2,5,7,FALSE,26.2,0,5,0,0.967794437,FALSE,0,mtub_Rv0078+Rv2034,Mtu,47132,0.232432432
3,mtub_SG_4,Secondary Metabolism,4.186131387,0.004430926,0.238884045,0,3,7,FALSE,6.333333333,0,3,0,0.95694417,FALSE,0,mtub_SG_4,Mtu,3910,0.333333333
3,pae_LasR,Secondary Metabolism,3.808394161,0.002813443,0.262577863,0,3,7,FALSE,17.33333333,0,3,0,0.962048728,FALSE,0,pae_LasR,Pae,3968,0.340277778
3,salb_Antimycin,Secondary Metabolism,3.658759124,0.022600659,0.273316708,0.2,10,7,FALSE,9.5,0,10,0,0.964070823,FALSE,0,salb_Antimycin,Sal,29384,0.143076923
3,pae_Singlet-4,Secondary Metabolism,4.350364964,0,0.229865772,0,1,8,FALSE,24,0,1,0,0.954724798,FALSE,0,pae_Singlet-4,Pae,0,0
3,sac_FadR-KO,Secondary Metabolism,3.352189781,0.058559334,0.298312466,0.032608696,24,7,FALSE,6.25,0,24,0,0.968213652,FALSE,0,sac_FadR-KO,sac,100540,0.064922481
3,pae_MexZ,Secondary Metabolism,3.363138686,0.006307496,0.297341291,0.476190476,7,7,FALSE,21.71428571,0,7,0,0.968065693,FALSE,0,pae_MexZ,Pae,14054,0.19921363
4,mtub_Unc_9,Nitrogen,6.237226277,0,0.160327677,0,1,10,FALSE,2,0,1,0,0.929226672,FALSE,0,mtub_Unc_9,Mtu,0,0
4,mtub_SG_13,Nitrogen,4.594890511,0.001132844,0.217633042,0,2,8,FALSE,6.5,0,2,0,0.951420399,FALSE,0,mtub_SG_13,Mtu,1292,0.5
4,pae_RpoS-2,Nitrogen,3.72080292,0.017993192,0.268759196,0.095238095,7,7,FALSE,11.28571429,0,7,0,0.963232393,FALSE,0,pae_RpoS-2,Pae,28016,0.178571429
4,sen_fnr-2,Nitrogen,3.545620438,0.017656428,0.282038085,0,6,7,FALSE,15.16666667,0,6,0,0.965599724,FALSE,0,sen_fnr-2,Sen,19132,0.166666667
4,sen_narP,Nitrogen,4.167883212,0.002644872,0.239929947,0.333333333,6,8,FALSE,7.166666667,0,6,0,0.957190767,FALSE,0,sen_narP,Sen,3646,0.231182796
4,ecol_Fnr-3,Nitrogen,4.54379562,0,0.220080321,0,1,8,FALSE,6,0,1,0,0.95211087,FALSE,0,ecol_Fnr-3,Eco,0,0
4,ecol_Fnr-2,Nitrogen,4.198905109,0.002837896,0.238157323,0,3,7,FALSE,5,0,3,0,0.956771553,FALSE,0,ecol_Fnr-2,Eco,2830,0.333333333
4,pae_Anr-2,Nitrogen,4.094890511,0.006679384,0.244206774,0.066666667,6,8,FALSE,6.666666667,0,6,0,0.958177155,FALSE,0,pae_Anr-2,Pae,7494,0.193548387
4,pae_BexR,Nitrogen,4.910583942,3.79E-04,0.203641769,0,2,8,FALSE,5,0,2,0,0.947154271,FALSE,0,pae_BexR,Pae,464,0.5
4,sen_narL,Nitrogen,5.239051095,0.003649635,0.19087426,0,2,9,FALSE,2.5,0,2,0,0.942715526,FALSE,0,sen_narL,Sen,3964,0.5
4,ecol_N Reduction,Nitrogen,4.124087591,0.005348047,0.242477876,0.266666667,6,8,FALSE,8.333333333,0,6,0,0.9577826,FALSE,0,ecol_N Reduction,Eco,7514,0.225225225
4,ecol_Cytochrome c,Nitrogen,4.432481752,0,0.225607246,1,2,8,FALSE,12,0,2,0,0.953615111,FALSE,0,ecol_Cytochrome c,Eco,0,0.571428571
4,ecol_Nitrate/Nitrite,Nitrogen,4.244525547,0.007661159,0.235597592,0.166666667,4,8,FALSE,5.25,0,4,0,0.95615506,FALSE,0,ecol_Nitrate/Nitrite,Eco,8476,0.296875
4,ecol_Fnr-1,Nitrogen,4.089416058,0.003043313,0.24453369,0,3,7,FALSE,8.666666667,0,3,0,0.958251134,FALSE,0,ecol_Fnr-1,Eco,3296,0.333333333
5,ecol_entC/ubiC KO-2,Secondary Metabolism,4.056569343,0.001479592,0.24651372,0.333333333,3,7,FALSE,13.66666667,0,3,0,0.958695009,FALSE,0,ecol_entC/ubiC KO-2,Eco,4048,0.404040404
5,sen_fur-2,Secondary Metabolism,3.576642336,0.008669686,0.279591837,0.304761905,15,7,FALSE,11.86666667,0,15,0,0.965180509,FALSE,0,sen_fur-2,Sen,23414,0.152136752
5,ecol_entC/ubiC KO-1,Secondary Metabolism,3.476277372,0.00656936,0.287664042,0.333333333,4,6,FALSE,28.75,0,4,0,0.966536792,FALSE,0,ecol_entC/ubiC KO-1,Eco,16894,0.285
5,mtub_IdeR,Secondary Metabolism,3.306569343,0.021121764,0.302428256,0.283333333,16,6,FALSE,14.625,0,16,0,0.968830144,FALSE,0,mtub_IdeR,Mtu,44788,0.120867769
5,ecol_efeU Activation,Secondary Metabolism,3.487226277,0.0041436,0.286760858,0.3,5,6,FALSE,23.2,0,5,0,0.966388834,FALSE,0,ecol_efeU Activation,Eco,10814,0.25
5,pae_PchR,Secondary Metabolism,3.806569343,0.001392408,0.262703739,0.285714286,7,7,FALSE,11.42857143,0,7,0,0.962073387,FALSE,0,pae_PchR,Pae,4550,0.275261324
5,salb_Cyclofaulknamycin-1,Secondary Metabolism,3.609489051,0.019500664,0.277047523,0.320512821,13,7,FALSE,12.38461538,0,13,0,0.964736634,FALSE,0,salb_Cyclofaulknamycin-1,Sal,33814,0.158841159
5,salb_Dudomycin/Minimycin,Secondary Metabolism,3.527372263,0.00314299,0.283497155,0,3,6,FALSE,31.33333333,0,3,0,0.965846321,FALSE,0,salb_Dudomycin/Minimycin,Sal,4910,0.34469697
5,salb_NRPS-1,Secondary Metabolism,3.352189781,0.011895282,0.298312466,0.377777778,10,6,FALSE,17.3,0,10,0,0.968213652,FALSE,0,salb_NRPS-1,Sal,23392,0.166990291
5,salb_BGC-General,Secondary Metabolism,3.777372263,0.014208415,0.2647343,0.047619048,7,7,FALSE,8.428571429,0,7,0,0.962467942,FALSE,0,salb_BGC-General,Sal,19558,0.171428571
5,pae_Uncharacterized-11,Secondary Metabolism,4.226277372,4.01E-04,0.236614853,0.6,5,8,FALSE,12.2,0,5,0,0.956401657,FALSE,0,pae_Uncharacterized-11,Pae,952,0.321052632
5,pae_QscR-2,Secondary Metabolism,3.826642336,0.001810365,0.261325703,0.428571429,8,7,FALSE,10.5,0,8,0,0.961802131,FALSE,0,pae_QscR-2,Pae,4776,0.235795455
5,pae_PvdS,Secondary Metabolism,3.733576642,0.007390685,0.267839687,0.282051282,13,7,FALSE,10,0,13,0,0.963059775,FALSE,0,pae_PvdS,Pae,13614,0.203525641
5,ecol_Fur-1,Metal Homeostasis,3.520072993,0.020281896,0.284085018,0.245614035,19,7,FALSE,10.84210526,0,19,0,0.96594496,FALSE,0,ecol_Fur-1,Eco,41204,0.12755418
6,ecol_GadX,Metal Homeostasis,4.335766423,0.007850226,0.230639731,0,3,8,FALSE,4,0,3,0,0.954922075,FALSE,0,ecol_GadX,Eco,15516,0.375
6,pae_CueR,Metal Homeostasis,4.160583942,0.021064339,0.240350877,0.178571429,8,8,FALSE,5.25,0,8,0,0.957289406,FALSE,0,pae_CueR,Pae,29306,0.178571429
6,pae_SoxR,Metal Homeostasis,4.251824818,0.004870157,0.235193133,0.333333333,4,8,FALSE,7.25,0,4,0,0.956056421,FALSE,0,pae_SoxR,Pae,8242,0.35
6,ecol_Copper,Metal Homeostasis,4.691605839,0.009084229,0.213146636,0.127272727,11,8,FALSE,4.090909091,0,11,0,0.950113435,FALSE,0,ecol_Copper,Eco,14084,0.162878788
6,mtub_SigH,Metal Homeostasis,5.116788321,1.28E-04,0.195435093,0.333333333,3,9,FALSE,7.666666667,0,3,0,0.944367725,FALSE,0,mtub_SigH,Mtu,364,0.523809524
6,mtub_RicR,Metal Homeostasis,5.118613139,0.003649635,0.195365419,0.333333333,3,9,FALSE,6.666666667,0,3,0,0.944343066,FALSE,0,mtub_RicR,Mtu,4192,0.487179487
6,mtub_Unc_1,Metal Homeostasis,5.122262774,0,0.19522622,1,2,9,FALSE,9.5,0,2,0,0.944293746,FALSE,0,mtub_Unc_1,Mtu,0,0.730769231
6,ecol_Nickel/Cobalt,Metal Homeostasis,6.116788321,0,0.163484487,0,1,10,FALSE,3,0,1,0,0.930854212,FALSE,0,ecol_Nickel/Cobalt,Eco,0,0
6,pae_CpxR,Metal Homeostasis,5.689781022,0,0.175753688,0,1,9,FALSE,11,0,1,0,0.936624581,FALSE,0,pae_CpxR,Pae,0,0
6,pae_EsrC,Metal Homeostasis,5.069343066,8.05E-05,0.197264219,0.333333333,3,9,FALSE,6,0,3,0,0.945008877,FALSE,0,pae_EsrC,Pae,86,0.435897436
6,pae_MexS-1,Metal Homeostasis,3.395985401,0.017961077,0.294465341,0.1,5,7,FALSE,27.8,0,5,0,0.967621819,FALSE,0,pae_MexS-1,Pae,32744,0.247272727
6,pae_MexS-2,Metal Homeostasis,5.03649635,0.011063743,0.198550725,0.166666667,4,9,FALSE,6.25,0,4,0,0.945452752,FALSE,0,pae_MexS-2,Pae,20016,0.359375
7,mtub_Leucine Related,Amino Acid Metabolism,4.591240876,4.04E-04,0.217806041,0.733333333,6,8,FALSE,9.5,0,6,0,0.951469718,FALSE,0,mtub_Leucine Related,Mtu,780,0.431818182
7,pae_PrrF,Amino Acid Metabolism,4.140510949,0.002757448,0.241516086,0.422222222,10,8,FALSE,8.2,0,10,0,0.957560663,FALSE,0,pae_PrrF,Pae,4660,0.245454545
7,ecol_Lysine/T2SS,Amino Acid Metabolism,4.472627737,0.001318034,0.223582211,0.333333333,3,8,FALSE,9,0,3,0,0.953072598,FALSE,0,ecol_Lysine/T2SS,Eco,2334,0.393939394
7,sen_tartrate utilization,Amino Acid Metabolism,4.443430657,0.001225409,0.225051335,0.333333333,3,8,FALSE,8.333333333,0,3,0,0.953467153,FALSE,0,sen_tartrate utilization,Sen,1776,0.444444444
7,ecol_Leucine,Amino Acid Metabolism,4.352189781,4.83E-04,0.229769392,0.678571429,8,8,FALSE,9.625,0,8,0,0.954700138,FALSE,0,ecol_Leucine,Eco,1404,0.320833333
7,sen_leu-tRNA,Amino Acid Metabolism,4.202554745,0.005042109,0.237950499,0.333333333,13,8,FALSE,7.153846154,0,13,0,0.956722233,FALSE,0,sen_leu-tRNA,Sen,9262,0.21040724
7,pae_k-opioid,Amino Acid Metabolism,4.025547445,0.001569779,0.248413418,0.5,5,7,FALSE,10.8,0,5,0,0.959114224,FALSE,0,pae_k-opioid,Pae,3620,0.341935484
7,ecol_Leu/Val/Ile,Amino Acid Metabolism,4.169708029,0.002111411,0.239824945,0.1,5,8,FALSE,11.2,0,5,0,0.957166108,FALSE,0,ecol_Leu/Val/Ile,Eco,4846,0.311764706
7,salb_Leucine,Amino Acid Metabolism,4.111313869,0.00515126,0.243231247,0.378787879,12,8,FALSE,8.166666667,0,12,0,0.957955218,FALSE,0,salb_Leucine,Sal,9686,0.207264957
7,ecol_thrA KO,Amino Acid Metabolism,5.031021898,0,0.198766775,1,2,9,FALSE,8,0,2,0,0.945526731,FALSE,0,ecol_thrA KO,Eco,0,0.571428571
7,sac_single_gene_1,Amino Acid Metabolism,3.870437956,0.005536671,0.258368694,0.285714286,7,7,FALSE,9.714285714,0,7,0,0.961210298,FALSE,0,sac_single_gene_1,sac,9994,0.250965251
7,sac_LysM,Amino Acid Metabolism,3.885036496,0.010202457,0.257397839,0.254545455,11,7,FALSE,8.090909091,0,11,0,0.96101302,FALSE,0,sac_LysM,sac,17068,0.193181818
8,mtub_Sulfur Metabolism,Carbon Metabolism,4.326642336,0.007057405,0.231126107,0.361111111,9,8,FALSE,9.222222222,0,9,0,0.955045374,FALSE,0,mtub_Sulfur Metabolism,Mtu,11142,0.26031746
